id,name,gender,birth_date,birth_country,wikipedia_link,prize_category,prize_motivation,prize_year,affiliation_country,min_prize_year,min_prize_date,age_at_prize,this_year,uniform,image_source
57,Ernest Thomas Sinton Walton,male,1903-10-06,Ireland,https://en.wikipedia.org/wiki/Ernest_Walton,Physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,1951,Ireland,1951,1951-12-10,48,FALSE,0,NA
471,Ernesto Teodoro Moneta,male,1833-09-20,Italy,https://en.wikipedia.org/wiki/Ernesto_Teodoro_Moneta,Peace,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",1907,Italy,1907,1907-12-10,74,FALSE,0,NA
340,Ernst Boris Chain,male,1906-06-19,Germany,https://en.wikipedia.org/wiki/Ernst_Boris_Chain,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,1945,United Kingdom,1945,1945-12-10,39,FALSE,0,NA
244,Ernst Otto Fischer,male,1918-11-10,Germany,https://en.wikipedia.org/wiki/Ernst_Otto_Fischer,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",1973,Germany,1973,1973-12-10,55,FALSE,0,NA
127,Ernst Ruska,male,1906-12-25,Germany,https://en.wikipedia.org/wiki/Ernst_Ruska,Physics,"for his fundamental work in electron optics, and for the design of the first electron microscope",1986,Germany,1986,1986-12-10,79,FALSE,0,NA
444,Erwin Neher,male,1944-03-20,Germany,https://en.wikipedia.org/wiki/Erwin_Neher,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells,1991,Germany,1991,1991-12-10,47,FALSE,0,NA
39,Erwin Schrödinger,male,1887-08-12,Austria,https://en.wikipedia.org/wiki/Erwin_Schrödinger,Physics,for the discovery of new productive forms of atomic theory,1933,Germany,1933,1933-12-10,46,FALSE,0,NA
983,Esther Duflo,female,1972-10-25,France,https://en.wikipedia.org/wiki/Esther_Duflo,Economic Sciences,for their experimental approach to alleviating global poverty,2019,USA,2019,2019-12-10,47,FALSE,0,NA
894,Eugene F. Fama,male,1939-02-14,USA,https://en.wikipedia.org/wiki/Eugene_Fama,Economic Sciences,for their empirical analysis of asset prices,2013,USA,2013,2013-12-10,74,FALSE,0,NA
608,Eugene Gladstone O'Neill,male,1888-10-16,USA,https://en.wikipedia.org/wiki/Eugene_O'Neill,Literature,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",1936,USA,1936,1936-12-10,48,FALSE,0,NA
78,Eugene Paul Wigner,male,1902-11-17,Hungary,https://en.wikipedia.org/wiki/Eugene_Wigner,Physics,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",1963,USA,1963,1963-12-10,61,FALSE,0,NA
651,Eugenio Montale,male,1896-10-12,Italy,https://en.wikipedia.org/wiki/Eugenio_Montale,Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",1975,Italy,1975,1975-12-10,79,FALSE,0,NA
649,Eyvind Johnson,male,1900-07-29,Sweden,https://en.wikipedia.org/wiki/Eyvind_Johnson,Literature,"for a narrative art, far-seeing in lands and ages, in the service of freedom",1974,Sweden,1974,1974-12-10,74,FALSE,0,NA
929,F. Duncan M. Haldane,male,1951-09-14,United Kingdom,https://en.wikipedia.org/wiki/Duncan_Haldane,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,2016,USA,2016,2016-12-10,65,FALSE,0,NA
283,F. Sherwood Rowland,male,1927-06-28,USA,https://en.wikipedia.org/wiki/Frank_Sherwood_Rowland,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1995,USA,1995,1995-12-10,68,FALSE,0,NA
556,Frederik Willem de Klerk,male,1936-03-18,South Africa,https://en.wikipedia.org/wiki/F._W._de_Klerk,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa",1993,South Africa,1993,1993-12-10,57,FALSE,0,NA
58,Felix Bloch,male,1905-10-23,Switzerland,https://en.wikipedia.org/wiki/Felix_Bloch,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,1952,USA,1952,1952-12-10,47,FALSE,0,NA
379,Feodor Lynen,male,1911-04-06,Germany,https://en.wikipedia.org/wiki/Feodor_Felix_Konrad_Lynen,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,1964,Germany,1964,1964-12-10,53,FALSE,0,NA
14,Karl Ferdinand Braun,male,1850-06-06,Germany,https://en.wikipedia.org/wiki/Karl_Ferdinand_Braun,Physics,in recognition of their contributions to the development of wireless telegraphy,1909,France,1909,1909-12-10,59,FALSE,0,NA
492,Ferdinand Buisson,male,1841-12-20,France,https://en.wikipedia.org/wiki/Ferdinand_Buisson,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1927,France,1927,1927-12-10,85,FALSE,0,NA
460,Ferid Murad,male,1936-09-14,USA,https://en.wikipedia.org/wiki/Ferid_Murad,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,USA,1998,1998-12-10,62,FALSE,0,NA
786,Finn E. Kydland,male,1943-12-01,Norway,https://en.wikipedia.org/wiki/Finn_E._Kydland,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,2004,USA,2004,2004-12-10,61,FALSE,0,NA
963,Frances H. Arnold,female,1956-07-25,USA,https://en.wikipedia.org/wiki/Frances_Arnold,Chemistry,for the directed evolution of enzymes,2018,USA,2018,2018-12-10,62,FALSE,0,NA
372,Francis Harry Compton Crick,male,1916-06-08,United Kingdom,https://en.wikipedia.org/wiki/Francis_Crick,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,1962,United Kingdom,1962,1962-12-10,46,FALSE,0,NA
180,Francis William Aston,male,1877-09-01,United Kingdom,https://en.wikipedia.org/wiki/Francis_William_Aston,Chemistry,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1922,United Kingdom,1922,1922-12-10,45,FALSE,0,NA
699,Franco Modigliani,male,1918-06-18,Italy,https://en.wikipedia.org/wiki/Franco_Modigliani,Economic Sciences,for his pioneering analyses of saving and of financial markets,1985,USA,1985,1985-12-10,67,FALSE,0,NA
887,François Englert,male,1932-11-06,Belgium,https://en.wikipedia.org/wiki/François_Englert,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",2013,Belgium,2013,2013-12-10,81,FALSE,0,NA
380,François Jacob,male,1920-06-17,France,https://en.wikipedia.org/wiki/François_Jacob,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,1965,France,1965,1965-12-10,45,FALSE,0,NA
623,François Mauriac,male,1885-10-11,France,https://en.wikipedia.org/wiki/François_Mauriac,Literature,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,1952,France,1952,1952-12-10,67,FALSE,0,NA
824,Françoise Barré-Sinoussi,female,1947-07-30,France,https://en.wikipedia.org/wiki/Françoise_Barré-Sinoussi,Physiology or Medicine,for their discovery of human immunodeficiency virus,2008,France,2008,2008-12-10,61,FALSE,0,NA
494,Frank Billings Kellogg,male,1856-12-22,USA,https://en.wikipedia.org/wiki/Frank_B._Kellogg,Peace,for his crucial role in bringing about the Briand-Kellogg Pact,1929,USA,1929,1929-12-10,72,FALSE,0,NA
778,Frank Wilczek,male,1951-05-15,USA,https://en.wikipedia.org/wiki/Frank_Wilczek,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,2004,USA,2004,2004-12-10,53,FALSE,0,NA
613,Frans Eemil Sillanpää,male,1888-09-16,Finland,https://en.wikipedia.org/wiki/Frans_Eemil_Sillanpää,Literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,1939,Finland,1939,1939-12-10,51,FALSE,0,NA
193,Frédéric Joliot,male,1900-03-19,France,https://en.wikipedia.org/wiki/Frédéric_Joliot-Curie,Chemistry,in recognition of their synthesis of new radioactive elements,1935,France,1935,1935-12-10,35,FALSE,0,NA
573,Frédéric Mistral,male,1830-09-08,France,https://en.wikipedia.org/wiki/Frédéric_Mistral,Literature,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",1904,France,1904,1904-12-10,74,FALSE,0,NA
463,Frédéric Passy,male,1822-05-20,France,https://en.wikipedia.org/wiki/Frédéric_Passy,Peace,"for his lifelong work for international peace conferences, diplomacy and arbitration",1901,France,1901,1901-12-10,79,FALSE,0,NA
358,Frederick Chapman Robbins,male,1916-08-25,USA,https://en.wikipedia.org/wiki/Frederick_Chapman_Robbins,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1954,USA,1954,1954-12-10,38,FALSE,0,NA
313,Frederick Grant Banting,male,1891-11-14,Canada,https://en.wikipedia.org/wiki/Frederick_Banting,Physiology or Medicine,for the discovery of insulin,1923,Canada,1923,1923-12-10,32,FALSE,0,NA
148,Frederick Reines,male,1918-03-16,USA,https://en.wikipedia.org/wiki/Frederick_Reines,Physics,for the detection of the neutrino,1995,USA,1995,1995-12-10,77,FALSE,0,NA
222,Frederick Sanger,male,1918-08-13,United Kingdom,https://en.wikipedia.org/wiki/Frederick_Sanger,Chemistry|Chemistry,"for his work on the structure of proteins, especially that of insulin|for their contributions concerning the determination of base sequences in nucleic acids",1958|1980,United Kingdom,1958,1958-12-10,40,FALSE,0,NA
179,Frederick Soddy,male,1877-09-02,United Kingdom,https://en.wikipedia.org/wiki/Frederick_Soddy,Chemistry,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",1921,United Kingdom,1921,1921-12-10,44,FALSE,0,NA
474,Fredrik Bajer,male,1837-04-21,Denmark,https://en.wikipedia.org/wiki/Fredrik_Bajer,Peace,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1908,Denmark,1908,1908-12-10,71,FALSE,0,NA
487,Fridtjof Nansen,male,1861-10-10,Norway,https://en.wikipedia.org/wiki/Fridtjof_Nansen,Peace,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",1922,Norway,1922,1922-12-10,61,FALSE,0,NA
190,Friedrich Bergius,male,1884-10-11,Poland,https://en.wikipedia.org/wiki/Friedrich_Bergius,Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,1931,Germany,1931,1931-12-10,47,FALSE,0,NA
685,Friedrich August von Hayek,male,1899-05-08,Austria,https://en.wikipedia.org/wiki/Friedrich_Hayek,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",1974,,1974,1974-12-10,75,FALSE,0,NA
60,Frits Zernike,male,1888-07-16,the Netherlands,https://en.wikipedia.org/wiki/Frits_Zernike,Physics,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",1953,the Netherlands,1953,1953-12-10,65,FALSE,0,NA
177,Fritz Haber,male,1868-12-09,Poland,https://en.wikipedia.org/wiki/Fritz_Haber,Chemistry,for the synthesis of ammonia from its elements,1918,Germany,1918,1918-12-10,49,FALSE,0,NA
355,Fritz Albert Lipmann,male,1899-06-12,Russia,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann,Physiology or Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,1953,USA,1953,1953-12-10,54,FALSE,0,NA
181,Fritz Pregl,male,1869-09-03,Slovenia,https://en.wikipedia.org/wiki/Fritz_Pregl,Chemistry,for his invention of the method of micro-analysis of organic substances,1923,Austria,1923,1923-12-10,54,FALSE,0,NA
659,Gabriel García Márquez,male,1927-03-06,Colombia,https://en.wikipedia.org/wiki/Gabriel_García_Márquez,Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1982,Mexico,1982,1982-12-10,55,FALSE,0,NA
12,Gabriel Lippmann,male,1845-08-16,Luxembourg,https://en.wikipedia.org/wiki/Gabriel_Lippmann,Physics,for his method of reproducing colours photographically based on the phenomenon of interference,1908,France,1908,1908-12-10,63,FALSE,0,NA
615,Gabriela Mistral,female,1889-04-07,Chile,https://en.wikipedia.org/wiki/Gabriela_Mistral,Literature,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",1945,Chile,1945,1945-12-10,56,FALSE,0,NA
734,Gao Xingjian,male,1940-01-04,China,https://en.wikipedia.org/wiki/Gao_Xingjian,Literature,"for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",2000,France,2000,2000-12-10,60,FALSE,0,NA
708,Gary S. Becker,male,1930-12-02,USA,https://en.wikipedia.org/wiki/Gary_Becker,Economic Sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",1992,USA,1992,1992-12-10,62,FALSE,0,NA
245,Geoffrey Wilkinson,male,1921-07-14,United Kingdom,https://en.wikipedia.org/wiki/Geoffrey_Wilkinson,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",1973,United Kingdom,1973,1973-12-10,52,FALSE,0,NA
371,Georg von Békésy,male,1899-06-03,Hungary,https://en.wikipedia.org/wiki/Georg_von_Békésy,Physiology or Medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,1961,USA,1961,1961-12-10,62,FALSE,0,NA
253,Georg Wittig,male,1897-06-16,Germany,https://en.wikipedia.org/wiki/Georg_Wittig,Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",1979,Germany,1979,1979-12-10,82,FALSE,0,NA
744,George A. Akerlof,male,1940-06-17,USA,https://en.wikipedia.org/wiki/George_Akerlof,Economic Sciences,for their analyses of markets with asymmetric information,2001,USA,2001,2001-12-10,61,FALSE,0,NA
280,George A. Olah,male,1927-05-22,Hungary,https://en.wikipedia.org/wiki/George_Andrew_Olah,Chemistry,for his contribution to carbocation chemistry,1994,USA,1994,1994-12-10,67,FALSE,0,NA
364,George Wells Beadle,male,1903-10-22,USA,https://en.wikipedia.org/wiki/George_Wells_Beadle,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,1958,USA,1958,1958-12-10,55,FALSE,0,NA
596,George Bernard Shaw,male,1856-07-26,Ireland,https://en.wikipedia.org/wiki/George_Bernard_Shaw,Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",1925,United Kingdom,1925,1925-12-10,69,FALSE,0,NA
514,George Catlett Marshall,male,1880-12-31,USA,https://en.wikipedia.org/wiki/George_Marshall,Peace,for proposing and supervising the plan for the economic recovery of Europe,1953,USA,1953,1953-12-10,72,FALSE,0,NA
421,George D. Snell,male,1903-12-19,USA,https://en.wikipedia.org/wiki/George_Davis_Snell,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1980,USA,1980,1980-12-10,76,FALSE,0,NA
201,George de Hevesy,male,1885-08-01,Hungary,https://en.wikipedia.org/wiki/George_de_Hevesy,Chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,1943,Sweden,1943,1943-12-10,58,FALSE,0,NA
405,George E. Palade,male,1912-11-19,Romania,https://en.wikipedia.org/wiki/George_Emil_Palade,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,1974,USA,1974,1974-12-10,62,FALSE,0,NA
840,George E. Smith,male,1930-05-10,USA,https://en.wikipedia.org/wiki/George_E._Smith,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,2009,USA,2009,2009-12-10,79,FALSE,0,NA
805,George F. Smoot,male,1945-02-20,USA,https://en.wikipedia.org/wiki/George_Smoot,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2006,USA,2006,2006-12-10,61,FALSE,0,NA
439,George H. Hitchings,male,1905-04-18,USA,https://en.wikipedia.org/wiki/George_H._Hitchings,Physiology or Medicine,for their discoveries of important principles for drug treatment,1988,USA,1988,1988-12-10,83,FALSE,0,NA
326,George Hoyt Whipple,male,1878-08-28,USA,https://en.wikipedia.org/wiki/George_Whipple,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,1934,USA,1934,1934-12-10,56,FALSE,0,NA
696,George J. Stigler,male,1911-01-17,USA,https://en.wikipedia.org/wiki/George_Stigler,Economic Sciences,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1982,USA,1982,1982-12-10,71,FALSE,0,NA
964,George P. Smith,male,1941-03-10,USA,https://en.wikipedia.org/wiki/George_Smith_(chemist),Chemistry,for the phage display of peptides and antibodies,2018,USA,2018,2018-12-10,77,FALSE,0,NA
45,George Paget Thomson,male,1892-05-03,United Kingdom,https://en.wikipedia.org/wiki/George_Paget_Thomson,Physics,for their experimental discovery of the diffraction of electrons by crystals,1937,United Kingdom,1937,1937-12-10,45,FALSE,0,NA
235,George Porter,male,1920-12-06,United Kingdom,https://en.wikipedia.org/wiki/George_Porter,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1967,United Kingdom,1967,1967-12-10,47,FALSE,0,NA
327,George Richards Minot,male,1885-12-02,USA,https://en.wikipedia.org/wiki/George_Minot,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,1934,USA,1934,1934-12-10,49,FALSE,0,NA
387,George Wald,male,1906-11-18,USA,https://en.wikipedia.org/wiki/George_Wald,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,1967,USA,1967,1967-12-10,61,FALSE,0,NA
142,Georges Charpak,male,1924-08-01,Poland,https://en.wikipedia.org/wiki/Georges_Charpak,Physics,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",1992,France|Switzerland,1992,1992-12-10,68,FALSE,0,NA
430,Georges J.F. Köhler,male,1946-04-17,Germany,https://en.wikipedia.org/wiki/Georges_J._F._Köhler,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1984,Switzerland,1984,1984-12-10,38,FALSE,0,NA
517,Georges Pire,male,1910-02-10,Belgium,https://en.wikipedia.org/wiki/Dominique_Pire,Peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,1958,Belgium,1958,1958-12-10,48,FALSE,0,NA
398,Gerald M. Edelman,male,1929-07-01,USA,https://en.wikipedia.org/wiki/Gerald_Edelman,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,1972,USA,1972,1972-12-10,43,FALSE,0,NA
697,Gerard Debreu,male,1921-07-04,France,https://en.wikipedia.org/wiki/Gérard_Debreu,Economic Sciences,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1983,USA,1983,1983-12-10,62,FALSE,0,NA
961,Gérard Mourou,male,1944-06-22,France,https://en.wikipedia.org/wiki/Gérard_Mourou,Physics,"for their method of generating high-intensity, ultra-short optical pulses",2018,France|USA,2018,2018-12-10,74,FALSE,0,NA
158,Gerardus 't Hooft,male,1946-07-05,the Netherlands,https://en.wikipedia.org/wiki/Gerard_'t_Hooft,Physics,for elucidating the quantum structure of electroweak interactions in physics,1999,the Netherlands,1999,1999-12-10,53,FALSE,0,NA
128,Gerd Binnig,male,1947-07-20,Germany,https://en.wikipedia.org/wiki/Gerd_Binnig,Physics,for their design of the scanning tunneling microscope,1986,Switzerland,1986,1986-12-10,39,FALSE,0,NA
334,Gerhard Domagk,male,1895-10-30,Poland,https://en.wikipedia.org/wiki/Gerhard_Domagk,Physiology or Medicine,for the discovery of the antibacterial effects of prontosil,1939,Germany,1939,1939-12-10,44,FALSE,0,NA
816,Gerhard Ertl,male,1936-10-10,Germany,https://en.wikipedia.org/wiki/Gerhard_Ertl,Chemistry,for his studies of chemical processes on solid surfaces,2007,Germany,2007,2007-12-10,71,FALSE,0,NA
240,Gerhard Herzberg,male,1904-12-25,Germany,https://en.wikipedia.org/wiki/Gerhard_Herzberg,Chemistry,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",1971,Canada,1971,1971-12-10,66,FALSE,0,NA
582,Gerhart Johann Robert Hauptmann,male,1862-11-15,Poland,https://en.wikipedia.org/wiki/Gerhart_Hauptmann,Literature,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",1912,Germany,1912,1912-12-10,50,FALSE,0,NA
438,Gertrude B. Elion,female,1918-01-23,USA,https://en.wikipedia.org/wiki/Gertrude_B._Elion,Physiology or Medicine,for their discoveries of important principles for drug treatment,1988,USA,1988,1988-12-10,70,FALSE,0,NA
344,"Gerty Theresa Cori, née Radnitz",female,1896-08-15,Czech Republic,https://en.wikipedia.org/wiki/Gerty_Cori,Physiology or Medicine,for their discovery of the course of the catalytic conversion of glycogen,1947,USA,1947,1947-12-10,51,FALSE,0,NA
1001,Giorgio Parisi,male,1948-08-04,Italy,https://en.wikipedia.org/wiki/Giorgio_Parisi,Physics,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,2021,Italy,2021,2021-12-10,73,TRUE,0,NA
635,Giorgos Seferis,male,1900-03-13,Turkey,https://en.wikipedia.org/wiki/Giorgos_Seferis,Literature,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",1963,Greece,1963,1963-12-10,63,FALSE,0,NA
576,Giosuè Carducci,male,1835-07-27,Italy,https://en.wikipedia.org/wiki/Giosuè_Carducci,Literature,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",1906,Italy,1906,1906-12-10,71,FALSE,0,NA
229,Giulio Natta,male,1903-02-26,Italy,https://en.wikipedia.org/wiki/Giulio_Natta,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers,1963,Italy,1963,1963-12-10,60,FALSE,0,NA
213,Glenn Theodore Seaborg,male,1912-04-19,USA,https://en.wikipedia.org/wiki/Glenn_T._Seaborg,Chemistry,for their discoveries in the chemistry of the transuranium elements,1951,USA,1951,1951-12-10,39,FALSE,0,NA
418,Godfrey N. Hounsfield,male,1919-08-28,United Kingdom,https://en.wikipedia.org/wiki/Godfrey_Hounsfield,Physiology or Medicine,for the development of computer assisted tomography,1979,United Kingdom,1979,1979-12-10,60,FALSE,0,NA
597,Grazia Deledda,female,1871-09-27,Italy,https://en.wikipedia.org/wiki/Grazia_Deledda,Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1926,Italy,1926,1926-12-10,55,FALSE,0,NA
972,Gregg L. Semenza,male,1956-07-12,USA,https://en.wikipedia.org/wiki/Gregg_L._Semenza,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,2019,USA,2019,2019-12-10,63,FALSE,0,NA
13,Guglielmo Marconi,male,1874-04-25,Italy,https://en.wikipedia.org/wiki/Guglielmo_Marconi,Physics,in recognition of their contributions to the development of wireless telegraphy,1909,United Kingdom,1909,1909-12-10,35,FALSE,0,NA
1009,Guido W. Imbens,male,1963-09-03,the Netherlands,https://en.wikipedia.org/wiki/Guido_Imbens,Economic Sciences,for their methodological contributions to the analysis  of causal relationships,2021,USA,2021,2021-12-10,58,TRUE,0,NA
684,Gunnar Myrdal,male,1898-12-06,Sweden,https://en.wikipedia.org/wiki/Gunnar_Myrdal,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",1974,,1974,1974-12-10,76,FALSE,0,NA
461,Günter Blobel,male,1936-05-21,Poland,https://en.wikipedia.org/wiki/Günter_Blobel,Physiology or Medicine,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,1999,USA,1999,1999-12-10,63,FALSE,0,NA
676,Günter Grass,male,1927-10-16,Poland,https://en.wikipedia.org/wiki/Günter_Grass,Literature,whose frolicsome black fables portray the forgotten face of history,1999,Germany,1999,1999-12-10,72,FALSE,0,NA
17,Nils Gustaf Dalén,male,1869-11-30,Sweden,https://en.wikipedia.org/wiki/Gustaf_Dalén,Physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,1912,Sweden,1912,1912-12-10,43,FALSE,0,NA
31,Gustav Ludwig Hertz,male,1887-07-22,Germany,https://en.wikipedia.org/wiki/Gustav_Ludwig_Hertz,Physics,for their discovery of the laws governing the impact of an electron upon an atom,1925,Germany,1925,1925-12-10,38,FALSE,0,NA
491,Gustav Stresemann,male,1878-05-10,Germany,https://en.wikipedia.org/wiki/Gustav_Stresemann,Peace,for their crucial role in bringing about the Locarno Treaty,1926,Germany,1926,1926-12-10,48,FALSE,0,NA
777,H. David Politzer,male,1949-08-31,USA,https://en.wikipedia.org/wiki/Hugh_David_Politzer,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,2004,USA,2004,2004-12-10,55,FALSE,0,NA
389,Har Gobind Khorana,male,1922-01-09,India,https://en.wikipedia.org/wiki/Har_Gobind_Khorana,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1968,USA,1968,1968-12-10,46,FALSE,0,NA
751,H. Robert Horvitz,male,1947-05-08,USA,https://en.wikipedia.org/wiki/H._Robert_Horvitz,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,USA,2002,2002-12-10,55,FALSE,0,NA
626,Halldór Kiljan Laxness,male,1902-04-23,Iceland,https://en.wikipedia.org/wiki/Halldór_Laxness,Literature,for his vivid epic power which has renewed the great narrative art of Iceland,1955,Iceland,1955,1955-12-10,53,FALSE,0,NA
416,Hamilton O. Smith,male,1931-08-23,USA,https://en.wikipedia.org/wiki/Hamilton_O._Smith,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,1978,USA,1978,1978-12-10,47,FALSE,0,NA
91,Hannes Olof Gösta Alfvén,male,1908-05-30,Sweden,https://en.wikipedia.org/wiki/Hannes_Alfvén,Physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,1970,Sweden,1970,1970-12-10,62,FALSE,0,NA
88,Hans Albrecht Bethe,male,1906-07-02,France,https://en.wikipedia.org/wiki/Hans_Bethe,Physics,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",1967,USA,1967,1967-12-10,61,FALSE,0,NA
188,Hans Fischer,male,1881-07-27,Germany,https://en.wikipedia.org/wiki/Hans_Fischer,Chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1930,Germany,1930,1930-12-10,49,FALSE,0,NA
136,Hans G. Dehmelt,male,1922-09-09,Germany,https://en.wikipedia.org/wiki/Hans_Georg_Dehmelt,Physics,for the development of the ion trap technique,1989,USA,1989,1989-12-10,67,FALSE,0,NA
354,Hans Adolf Krebs,male,1900-08-25,Germany,https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,Physiology or Medicine,for his discovery of the citric acid cycle,1953,United Kingdom,1953,1953-12-10,53,FALSE,0,NA
329,Hans Spemann,male,1869-06-27,Germany,https://en.wikipedia.org/wiki/Hans_Spemann,Physiology or Medicine,for his discovery of the organizer effect in embryonic development,1935,Germany,1935,1935-12-10,66,FALSE,0,NA
187,Hans Karl August Simon von Euler-Chelpin,male,1873-02-15,Germany,https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin,Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,1929,Sweden,1929,1929-12-10,56,FALSE,0,NA
823,Harald zur Hausen,male,1936-03-11,Germany,https://en.wikipedia.org/wiki/Harald_zur_Hausen,Physiology or Medicine,for his discovery of human papilloma viruses causing cervical cancer,2008,Germany,2008,2008-12-10,72,FALSE,0,NA
